61,Atypical,8.3,3,https://m.media-amazon.com/images/M/MV5BYjg1ZmQ0ZDktMjNhZS00MDJjLTllZTItMmIyYTBkYjM2MzQzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
62,13 Reasons Why,7.8,3,https://m.media-amazon.com/images/M/MV5BMTA2OTQxNzQtMDQ5OC00NDczLWFhYjEtN2UyMmIwNGZlZDM4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
63,The Good Fight,8.3,3,https://m.media-amazon.com/images/M/MV5BODc2MDE2NTEyNl5BMl5BanBnXkFtZTgwMjIwNjUzNzM@._V1_SX300.jpg
64,Dope,7.3,3,https://m.media-amazon.com/images/M/MV5BYmQ3YzNhYjktZDcwMy00ZTI4LWI0ODEtZWJhZDcxNjA0MGFiXkEyXkFqcGdeQXVyNjgwMTgyODE@._V1_SX300.jpg
65,Shooter,7.5,3,https://m.media-amazon.com/images/M/MV5BNmViMGQzMzMtNzgyYy00YzA4LWIzYzAtYmU5OTA4YWJjZWNjXkEyXkFqcGdeQXVyNjgyMjQ2NjM@._V1_SX300.jpg
66,Sneaky Pete,8.2,3,https://m.media-amazon.com/images/M/MV5BMTc2OTExNDE3MF5BMl5BanBnXkFtZTgwMzk2MjU5NzM@._V1_SX300.jpg
67,Jessica Jones,8,3,https://m.media-amazon.com/images/M/MV5BM2QyNmZkNTYtZWQyZi00NDhhLWEzMDItYmIzY2U4ZWVmOWNhXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg
68,Narcos,8.8,3,https://m.media-amazon.com/images/M/MV5BNmFjODU3YzgtMGUwNC00ZGI3LWFkZjQtMjkxZDc3NmQ1MzcyXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg
69,Deadwood,8.6,3,https://m.media-amazon.com/images/M/MV5BNDJhMjUzMDYtNzc4MS00Nzk2LTkyMGQtN2M5NTczYTZmYmY5XkEyXkFqcGdeQXVyMzU3MTc5OTE@._V1_SX300.jpg
70,Harlots,7.7,3,https://m.media-amazon.com/images/M/MV5BMTY5MDgyMjY2M15BMl5BanBnXkFtZTgwMzAzNDQ4NTM@._V1_SX300.jpg
71,The Newsroom,8.6,3,https://m.media-amazon.com/images/M/MV5BZjg5OGU2OGMtNTM3ZC00YTEzLWFmZjMtOWQ3NGI5YjIzODJlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg
72,Graceland,7.7,3,https://m.media-amazon.com/images/M/MV5BMTQzNjM5OTc5NV5BMl5BanBnXkFtZTgwMjExMTg5MTE@._V1_SX300.jpg
73,Sex Education,8.3,3,https://m.media-amazon.com/images/M/MV5BZjgyMzFiMDgtNWNmMS00ZDEyLTkzYzgtMjMzZjk4YjhjZWUxXkEyXkFqcGdeQXVyNDg4MjkzNDk@._V1_SX300.jpg
74,You,7.8,2,https://m.media-amazon.com/images/M/MV5BZDJjOTg4OWYtYWIyOS00MjQ3LTg5ZDktYzU2N2RkNmYzNjZlXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg
75,The Purge,6.4,2,https://m.media-amazon.com/images/M/MV5BMjk1YWE0OWYtMzYwMi00MGZhLTkyMGMtMzU1YjRlZjE1OWQyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
76,The Witcher,8.3,2,https://m.media-amazon.com/images/M/MV5BOGE4MmVjMDgtMzIzYy00NjEwLWJlODMtMDI1MGY2ZDlhMzE2XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg
77,Big Little Lies,8.5,2,https://m.media-amazon.com/images/M/MV5BZmNjYzdjN2ItOTBlNy00Mjc0LWE4YmMtYTQ4ZjQzNTMyNDc4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
78,Kingdom,8.2,2,https://m.media-amazon.com/images/M/MV5BMmMzYzE5NzctZGZmZC00MmVkLTllMWUtZDY3YzIzYWEyMTIxXkEyXkFqcGdeQXVyNTI2MzI4NTU@._V1_SX300.jpg
79,Servant,7.7,2,https://m.media-amazon.com/images/M/MV5BNjQ2MzIzMGMtN2I4Yi00NzdkLWE1NTAtMTI0NWZiNzAwMDM5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
80,Dirty Money,8.1,2,https://m.media-amazon.com/images/M/MV5BZWVmYjJlZjgtMzU4YS00MDQxLWJmYjQtNTcyMjJkMDNmOTZkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
81,Britannia,6.7,2,https://m.media-amazon.com/images/M/MV5BOTI3OGY1MGQtNTdlMS00Yzg5LTk1MDItMzRmNDhlMTFmYmM4XkEyXkFqcGdeQXVyOTA0ODk2NTc@._V1_SX300.jpg
82,The Punisher,8.5,2,https://m.media-amazon.com/images/M/MV5BMTExODIwOTUxNzFeQTJeQWpwZ15BbWU4MDE5MDA0MTcz._V1_SX300.jpg
83,Bad Blood,7.5,2,https://m.media-amazon.com/images/M/MV5BMzRmNzZkMmMtMzU5YS00ZThhLWE2YzItZTNhNGMwMmI1MjQyXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
84,Genius,8.4,2,https://m.media-amazon.com/images/M/MV5BNTkwYzVjZjEtODI2NS00ZDk5LTliNWItMzJiYzYwM2RiNjNhXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_SX300.jpg
85,Utopia,8.4,2,https://m.media-amazon.com/images/M/MV5BMjMwMTA5NDc5M15BMl5BanBnXkFtZTgwMjQ4MTY0MjE@._V1_SX300.jpg
86,The Bridge,7.6,2,https://m.media-amazon.com/images/M/MV5BMTQyNjEzMjIyMV5BMl5BanBnXkFtZTgwMTg0NjYxMjE@._V1_SX300.jpg
87,Amazing Stories,7.4,2,https://m.media-amazon.com/images/M/MV5BYzBkMTEzZDktYmQyMS00ZDE5LWI5MWUtMGEwYzQ3ZjJhYjMxXkEyXkFqcGdeQXVyMjIzMTQ5NjE@._V1_SX300.jpg
88,Pose,8.6,2,https://m.media-amazon.com/images/M/MV5BMjQwMTQ0MTIxNl5BMl5BanBnXkFtZTgwMDYzNjYwODM@._V1_SX300.jpg
89,Homecoming,7.5,2,https://m.media-amazon.com/images/M/MV5BMTZlZDM2YjAtYzdjNS00ZDQxLTgyZTQtYTY0ZDdlYWExMGMxXkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_SX300.jpg
90,Mindhunter,8.6,2,https://m.media-amazon.com/images/M/MV5BNWNmYzQ1ZWUtYTQ3ZS00Y2UwLTlkMDctZThlOTJkMGJiNzBiXkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_SX300.jpg
91,The Exorcist,8.1,2,https://m.media-amazon.com/images/M/MV5BMjEzNjI5Njg4MV5BMl5BanBnXkFtZTgwMjkwMjU2MzI@._V1_SX300.jpg
92,Sense8,8.3,2,https://m.media-amazon.com/images/M/MV5BMjA4MTEyMzcwMl5BMl5BanBnXkFtZTgwMTIwODczNTM@._V1_SX300.jpg
93,Rome,8.7,2,https://m.media-amazon.com/images/M/MV5BZTM4NjBkMWEtZDA4My00MzA0LWI0ZWMtNzUwYWVhOThiMTgwXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
94,Vice Principals,8,2,https://m.media-amazon.com/images/M/MV5BMjQ2MjY0ODI4M15BMl5BanBnXkFtZTgwNTY3MjQyMzI@._V1_SX300.jpg
95,Barry,8.3,2,https://m.media-amazon.com/images/M/MV5BMmY1NTk5N2QtYWQyOS00NjhiLWFhZmYtYWZmZGFlMjEzY2E2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg
96,The End of the F***ing World,8.1,2,https://m.media-amazon.com/images/M/MV5BN2ZhNmQ2MjQtMmQzMi00YjE5LTlkMWMtMjk5YzIxMjk2NDc2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
97,See,7.6,1,https://m.media-amazon.com/images/M/MV5BYWI2ZmM5ZTgtOTgxYS00MTQ4LThkMjQtZjBlNGM3NjQ5YTI5XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_SX300.jpg
98,His Dark Materials,8,1,https://m.media-amazon.com/images/M/MV5BN2RjNWQzNTQtMmY4Yi00Yzk5LWFiODItY2EyZjBmNjZmYmI2XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
99,Here and Now,6.8,1,https://m.media-amazon.com/images/M/MV5BMTk2NDIwOTg4M15BMl5BanBnXkFtZTgwOTAxMzc1NDM@._V1_SX300.jpg
100,John from Cincinnati,7.1,1,https://m.media-amazon.com/images/M/MV5BMTMyNTM2MDYyMF5BMl5BanBnXkFtZTcwOTg4NDA1MQ@@._V1_SX300.jpg
101,Dracula,6.8,1,https://m.media-amazon.com/images/M/MV5BNTBmNzM4ZGMtMTE3OC00Mjc4LWE3OGEtYzA3ZmQ1MGJkNjMyXkEyXkFqcGdeQXVyNDk3ODk4OQ@@._V1_SX300.jpg
102,Truth Be Told,7.1,1,https://m.media-amazon.com/images/M/MV5BOGZiYWEzYmYtYWZkNy00MjAyLWI5MGYtNmVhYWI5MjIwZjgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg
103,Watchmen,8.1,1,https://m.media-amazon.com/images/M/MV5BYjhhZDE3NjgtMjkzNC00NzI3LWJhOTItMWQ5ZjljODA5NWNkXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg
104,Sharp Objects,8.2,1,https://m.media-amazon.com/images/M/MV5BZDk2NzY1MGQtYTA2MS00ZDcxLWJiMzYtNWRmMGU3ZjQ0YTFjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
105,Patrick Melrose,8.1,1,https://m.media-amazon.com/images/M/MV5BMjIwNzk4OTQ1NV5BMl5BanBnXkFtZTgwMjE0NDMyNTM@._V1_SX300.jpg
106,Safe,7.3,1,https://m.media-amazon.com/images/M/MV5BNTRjNTA4YmEtNmU5ZC00YjFjLTk0YzMtNmFhZDI0ZGYxNmI5XkEyXkFqcGdeQXVyMTk3NDAwMzI@._V1_SX300.jpg
107,The Rain,6.3,1,https://m.media-amazon.com/images/M/MV5BMGMwMDgxODgtYzJiMC00MWRhLTliODktOTc1NzZiNmM5NGNjXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg
108,Seven Seconds,7.7,1,https://m.media-amazon.com/images/M/MV5BNzZiN2E4NTAtNWJlOC00ODA0LTgzODQtNGZkM2IxOWMxNDE0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg
109,Godless,8.3,1,https://m.media-amazon.com/images/M/MV5BMTY0NzkxNDcxNF5BMl5BanBnXkFtZTgwOTI5ODM5MzI@._V1_SX300.jpg
110,11.22.63,8.2,1,https://m.media-amazon.com/images/M/MV5BMTk1NjE5MjUwM15BMl5BanBnXkFtZTgwODk3NTk2OTE@._V1_SX300.jpg
111,Generation War,8.5,1,https://m.media-amazon.com/images/M/MV5BMTYwMzIyMjg5M15BMl5BanBnXkFtZTgwNzM1NjI2MDE@._V1_SX300.jpg
112,Generation Kill,8.5,1,https://m.media-amazon.com/images/M/MV5BMTM2NjAxOTQzNl5BMl5BanBnXkFtZTcwMjk4NzU3MQ@@._V1_SX300.jpg
113,Planet Earth,9.4,1,https://m.media-amazon.com/images/M/MV5BNmZlYzIzMTItY2EzYS00YTEyLTg0ZjEtMDMzZjM3ODdhN2UzXkEyXkFqcGdeQXVyNjI0MDg2NzE@._V1_SX300.jpg
114,The Lost Room,8.2,1,https://m.media-amazon.com/images/M/MV5BOTIzODYzNzMtZTE1ZS00MWRkLThhMTUtYzU4N2M0MDExZTI0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
115,Devs,8.1,1,https://m.media-amazon.com/images/M/MV5BNjFiMTYwNGYtZWUxZS00MjAzLTg2NzctNTc1NTI2MTRhYzc0XkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg
116,The New Pope,8.2,1,https://m.media-amazon.com/images/M/MV5BZGQzZDk2NTgtNTRjMS00MDI0LWIwZWQtNDZjODZhOGI1YzliXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
117,The Outsider,8.4,1,https://m.media-amazon.com/images/M/MV5BNzgxOTc4ODctNDNhZC00M2UzLTgyYzgtM2Q2OTk3NmQ5NTljXkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_SX300.jpg
118,Prodigal Son,7.6,1,https://m.media-amazon.com/images/M/MV5BMDU4MGRlYzctMzk5ZC00NWE0LWJhN2ItMWQ2OWJiODAyYmM3XkEyXkFqcGdeQXVyODU4NjY3NDA@._V1_SX300.jpg
119,Bard of Blood,7.4,1,https://m.media-amazon.com/images/M/MV5BNjAzZGI0MDctMTgyYi00NDgwLWFmMjgtNTIyMmZhN2FkM2YxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg
120,Unbelievable,8.5,1,https://m.media-amazon.com/images/M/MV5BN2Q3OWQ1Y2UtN2E3OS00ODA2LWE1Y2EtYmY5OWMzNWYzMDZmXkEyXkFqcGdeQXVyMzY0MTE3NzU@._V1_SX300.jpg
121,Masum,8.6,1,https://m.media-amazon.com/images/M/MV5BOGViOWQxYTgtMTMzZC00MjQ1LWJjY2YtNWY5ZTYzNjk1MGQ2L2ltYWdlXkEyXkFqcGdeQXVyNDQ2MTMzODA@._V1_SX300.jpg
122,The Corner,8.6,1,https://m.media-amazon.com/images/M/MV5BMTI3NzU0ODAwOF5BMl5BanBnXkFtZTYwMDcwOTk5._V1_SX300.jpg
123,The Pacific,8.3,1,https://m.media-amazon.com/images/M/MV5BNmEwNmI1MjItNjNjYy00NDE5LWJiNTYtM2QxMTI5ZjllZTBhL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg
124,Political Animals,7.8,1,https://m.media-amazon.com/images/M/MV5BMjIxMjY3MjgyNl5BMl5BanBnXkFtZTcwOTc1Mjc5Nw@@._V1_SX300.jpg
125,Benched,7.2,1,https://m.media-amazon.com/images/M/MV5BMjA4OTg5NjUwMl5BMl5BanBnXkFtZTgwMTU5ODQxMzE@._V1_SX300.jpg
